"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100305;1;12;"Casa";"CASA";"150000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100306;1;12;"Casa";"CASA";"50000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100309;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO BROSS";"15000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100310;1;12;"Casa";"CASA RESIDÊNCIAL";"250000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100310;2;12;"Casa";"CASA RESIDÊNCIAL";"150000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100310;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO S10 ANO 2019";"150000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100310;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO RENAULT CLICO ANO 2012";"15000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06025";"PORTO GRANDE";30002100402;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"TRITO L200";"50000,00";"18/09/2024";"10:02:41"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06025";"PORTO GRANDE";30002100411;1;12;"Casa";"AV. SÃO JORGE, 723, AEROPORTO, PORTO GRANDE - AP";"100000,00";"18/09/2024";"10:02:41"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06114";"FERREIRA GOMES";30002100378;1;12;"Casa";"CASA";"150000,00";"17/09/2024";"17:51:01"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06130";"LARANJAL DO JARI";30002101030;1;12;"Casa";"ALVENARIA";"35000,00";"17/09/2024";"09:55:44"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06130";"LARANJAL DO JARI";30002101031;1;12;"Casa";"EM MADEIRA DE LEI";"25000,00";"17/09/2024";"09:55:44"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06130";"LARANJAL DO JARI";30002101032;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO POP 110 ";"14500,00";"17/09/2024";"09:55:44"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06130";"LARANJAL DO JARI";30002101032;2;12;"Casa";"DE ALVENARIA";"30000,00";"17/09/2024";"09:55:44"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06130";"LARANJAL DO JARI";30002101036;1;12;"Casa";"DE ALVENARIA";"220000,00";"17/09/2024";"09:55:44"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06130";"LARANJAL DO JARI";30002101036;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO FIAT SIENA";"10000,00";"17/09/2024";"09:55:44"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06130";"LARANJAL DO JARI";30002101041;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CAMINHONETE TOYOTA HILUX HICDSXA4FD23";"280000,00";"17/09/2024";"09:55:44"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002109834;1;12;"Casa";"Uma casa de alvenaria construida em Um terreno medindo 15x40";"600000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002109823;1;12;"Casa";"Uma casa de alvenaria localizada no municipio de Santana";"200000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002109834;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Um veiculo Marca/Modelo: Civic EXL 208/2019 ";"110000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115364;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"TOYOTA ETIOS 2018";"70000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115361;1;12;"Casa";"CASA DE ALVENARIA LOCALIZADA NA RUA PRESIDENTE VARGAS, 1307, BAIRRO OLARIA, NA CIDADE DE MAZAGÃO-AP";"250000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115361;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT SIENA ATTRACT 1.0, COR BRANCA, FLEX, ANO 2018/2018, RENAVAN N.01168310650";"42000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115365;2;12;"Casa";"CASA DE ALVENARIA COM UMA (1) SALA, TRÊS (3) QUARTOS, UMA (1) COZINHA E UMA (1) ÁREA DE SERVIÇOS, COM TERRENO MEDINDO 25 X 30 METROS";"200000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115367;1;12;"Casa";"UMA (1) CASA RESIDENCIAL";"80000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115538;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"carro fiat cronos";"60000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115538;2;12;"Casa";"residencial(mazagao-ap)";"700000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115539;1;12;"Casa";"CASA MISTA MADEIRA E ALVENARIA";"180000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115540;1;12;"Casa";"residencia";"300000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115541;2;12;"Casa";"Residencia em alvenaria";"150000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115544;3;12;"Casa";"IMOVEL NA RUA VEIGA CABRAL, 1310";"50000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115545;2;12;"Casa";"RESIDENCIA";"300000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115545;5;12;"Casa";"KITNET MISTA";"45000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115545;6;12;"Casa";"KITNET EM ALVENARIA";"20000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115545;7;12;"Casa";"KITNET EM MADEIRA";"15000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115546;1;12;"Casa";"RESIDENCIA EM ALVENARIA";"250000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115546;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEICULO WOLKSVAGEN FOX ";"60000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115664;2;12;"Casa";"CASA";"30000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115663;1;12;"Casa";"CASA EM ALVENARIA";"350000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115663;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"AUTOMOVEL ANO 2018/2019";"45000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115665;1;12;"Casa";"CASA EM ALVENARIA NO MUNICIPIO DE MAZAGÃO";"300000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115665;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEICULO AUTOMOTOR CAMIONETE HILUX ANO 2017/2018";"180000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115666;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"2 (D0IS) VEICULOS AUTOMOTOR";"82000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115667;1;12;"Casa";"CASA NO MUNICIPIO DE MAZAGÃO";"200000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115667;2;12;"Casa";"CASA NO MUNICIPIO DE MACAPÁ";"180000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115673;1;12;"Casa";"EM ALVENARIA NO MUNICIPIO DE MAZAGÃO";"400000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115673;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT STRADA ANO 2015";"48000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115674;1;12;"Casa";"CASA EM MADEIRA NO MUNICIPIO DE MAZAGÃO";"20000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06076";"MAZAGÃO";30002115674;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO TITAN 150 ANO 2014";"11000,00";"19/09/2024";"07:46:53"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124785;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"01 AUTOMOVEL, MARCA RENAULT - MODELO SANDERO - ANO 2014.";"34000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124784;1;12;"Casa";"CASA EM ALVENARIA LOCALIZADA NA ESTRADA DO DELTA - SNTANA/AP";"40000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124786;1;12;"Casa";"01 CASA EM ALVENARIA SITUADA NO BAIRRO PROVEDOR II - SANTANA/AP";"150000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124786;2;12;"Casa";"01 AUTOMOVEL MARCA WOLKSVAGEM, MODELO: SAVEIRO, COR: VERMELHA, ANO 2015.";"58000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124788;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"veiculo marca: RENAULT, modelo: OROCH DYN 1.6 SCE, ANO 2020.";"84000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124791;1;12;"Casa";"CASA EM ALVENARIA EM SANTANA/AP";"120000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124793;1;12;"Casa";"EM ALVENARIA LOCALIZADA NO BAIRRO FE EM DEUS - SANTANA/AP";"100000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124793;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO BROZ ESD 150 CILINDRADAS";"12000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124794;3;12;"Casa";"RESIDENCIA LOCALIZADA NA RUA DEODORO DA FONSECA, BAIRRO PARAISO NO MUNICIPIO DE SANTANA.";"440000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124795;1;12;"Casa";"IMOVEL RESIDENCIAL EM ALVENARIA SITUADO A RUA RANOLFO DE SOUZ GATO, 596 - BAIRRO MARABAIXO - MACAPÁ/AP";"150000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002124796;1;12;"Casa";"01 CASA EM MADEIRA LOCALIZADA NO BAIRRO ELESBÃO";"50000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128606;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Automóvel SPIN =17 financiando e pagando";"70000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128606;1;12;"Casa";"Casa Residencial em Santana-AP";"200000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128607;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Veiculo Marca chevrolet modelo celta 4P preto ano / modelo 2013/2014";"20000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128609;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Chevrolet Onix ano modelo 2022/2023 Preto";"95000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128609;2;11;"Apartamento";"Apartamento condominio Macapá";"240000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128610;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO";"150000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128610;2;12;"Casa";"CASA";"180000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128613;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"HONDA / HRV ANO 2015/2016";"81000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128613;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"HONDA BIZ 125 ANO 2024";"18000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128614;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CAMINONETA - TIPO TOYOTA HILUX";"150000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128615;1;12;"Casa";"ALVENARIA CONTENDO 160 METROS";"190000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128615;2;12;"Casa";"ALVENARIA 128 METROS QUADRADOS";"140000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128617;1;12;"Casa";"cCasa residencial ";"800000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128617;2;11;"Apartamento";"Apartamento em Belém";"600000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128617;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Carro Marca Tigo 5";"90000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002128617;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Carro Nissan";"65000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002129408;2;12;"Casa";"Residencial em alvenaria";"150000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002129405;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Honda biz cor cinza";"6000,00";"03/10/2024";"10:42:55"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002129405;2;12;"Casa";"Residencia em alvenaria";"25000,00";"03/10/2024";"10:42:55"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002129408;1;12;"Casa";"Residencial em alvenaria";"70000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002129408;3;12;"Casa";"Residencial";"1500000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002129408;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"veiculo marca L200 triton ";"87108,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06157";"SANTANA";30002129415;1;12;"Casa";"RESIDENCIA ";"250000,00";"18/09/2024";"11:35:27"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132516;1;12;"Casa";"CASA EM ALVENARIA";"100000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132516;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT VULCANO";"90000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132517;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT CRONOS 1.3";"72000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06033";"CALÇOENE";30002132684;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO YAMAHA ";"3000,00";"18/09/2024";"11:39:29"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132901;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CELTA";"10000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132901;2;12;"Casa";"EDIFICADA EM ALVENRIA";"150156,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132901;3;12;"Casa";"EDIFICADA EM MADEIRA DE LEI";"100000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132903;1;12;"Casa";"CASA EDIFICADA EM ALVENARIA";"30000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132904;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO FAZER";"36000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132907;1;12;"Casa";"CASA EDIFICADA EM ALVENARIA";"80000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132907;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"ONIX LTZ 1.4";"48000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132908;1;12;"Casa";"EDIFICADA EM ALVENARIA";"100000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132908;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"20000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06017";"AMAPÁ";30002132909;1;12;"Casa";"EDIFICADA EM ALVENARIA";"25000,00";"18/09/2024";"11:36:46"
"06/10/2024";"16:30:40";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"AP";"06009";"PRACUÚBA";30002133369;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO";"76000,00";"18/09/2024";"11:40:01"
